wdzjPlatId,isBroken,amount,avgBidMoney,avgBorrowMoney,bidderNum,borrowerNum,currentLeverageAmount,fullloanTime,incomeRate,loanPeriod,stayStillOfTotal,top10DueInProportion,top10StayStillProportion,totalLoanNum
142,0,765662.23,3.57,1.58,214440,483983,375.78,0,9.14,24.43,1878875.17,0.48,0.05,4948904
142,0,430806.68,2.97,1.37,145294,315600,383.6,0,9.3,23.52,1917995.93,0.49,0.05,3698725
142,0,555257.64,3.17,1.62,175016,343116,397.68,0.01,9.19,23.24,1988424.55,0.5,0.05,4575460
142,0,430068.95,2.24,1.42,192194,302846,397.47,0.02,9.38,23.3,1987363.32,0.53,0.05,4158692
142,0,505389.45,2.88,2.57,175400,196594,380.07,0,9.18,24.79,1900342.54,0.54,0.05,5896796
142,0,367388.24,2.17,1.46,169253,252200,372.29,0,9.09,27.34,1861429.8,0.55,0.05,4607102
142,0,350950.7,2.16,1.64,162311,213617,358.29,0,9.09,28.88,1791455.38,0.56,0.06,4546214
142,0,377854.44,2.38,1.64,158927,230434,346.81,0,9.24,29.32,1734056.13,0.57,0.06,5346074
142,0,305033.12,1.6,1.15,190062,266202,330.32,0,9.13,28.35,1651601.26,0.64,0.06,5027406
142,0,245745.55,1.66,1.08,147964,228577,315.96,0,9.85,26.68,1579796.29,0.66,0.06,4518575
142,0,262111.09,1.96,1.02,134000,256143,311.88,0,10.64,26.88,1559408.49,0.67,0.06,5202844
142,0,240265.96,2.16,1.18,111173,203374,303.16,0,10.27,27.62,1515804.77,0.67,0.07,4069488
142,0,263465.26,2.45,1.18,107423,222846,294.22,0,10.51,27.22,1471105.65,0.67,0.07,3819918
144,0,176139.63,4.2,6.29,41907,27993,232.74,83.71,8.67,9.38,2327377.36,5.94,0.35,11486
144,0,160552.18,4.21,6.04,38093,26593,220.12,16.61,8.49,9.16,2201161.82,5.99,0.32,14310
144,0,215606.32,4.66,6.68,46226,32266,152.34,39.29,8.84,11.58,1523407.67,4.4,0.16,45253
144,0,226407.19,4.91,7.04,46107,32140,144.89,49.06,8.83,10.89,1448935.54,4.13,0.16,43706
144,0,152223.49,3.92,6.24,38847,24383,138.36,30.13,8.46,10.06,1383615.46,3.94,0.15,40310
144,0,145552.66,4.29,5.35,33939,27226,138.47,32.6,9.62,14.25,1384660.98,3.7,0.15,15015
144,0,148080.12,4,6.32,37064,23420,134.76,11.65,8.94,11.43,1347647.51,3.44,0.14,21683
144,0,113613.28,3.44,6.82,32986,16670,138.83,38.63,9.01,12.21,1388289.12,3.16,0.14,9732
144,0,171625.51,4.16,6.8,41247,25242,144.99,66.72,8.97,11.33,1449923.88,2.93,0.13,11377
144,0,150708.69,3.99,7.07,37787,21329,145.13,70.43,8.48,10.15,1451340.67,2.74,0.14,11946
144,0,130681.75,3.74,6.78,34913,19275,142.03,59.26,8.67,9.29,1420283.97,2.81,0.14,17595
144,0,128611.44,4.34,6.86,29636,18758,137.67,87.8,8.68,8.85,1376679.33,3.61,0.14,11948
144,0,132286.83,4.19,6.4,31560,20678,133.05,115,9.02,8.62,1330547.56,3.1,0.14,8421
144,0,149474.01,3.9,6.01,38309,24882,132.91,123.7,9.1,8.13,1329132.75,2.93,0.13,8063
144,0,169511.47,4.12,6.39,41193,26538,130.83,109.4,9.06,8.23,1308287.28,2.62,0.13,8499
144,0,203293.1,4.65,6.58,43738,30886,130.93,112.6,9.24,8.55,1309284.31,2.75,0.11,8778
144,0,206297.77,5.08,5.29,40603,39024,134.63,144.3,9.27,8.3,1346274.7,2.81,0.13,7075
144,0,185162.34,4.4,5.08,42080,36464,137.5,87.1,8.96,8,1374963.7,2.57,0.11,5865
144,0,193232.64,4.68,5.03,41268,38450,136.66,76.9,8.24,8,1366557.99,2.55,0.1,10121
165,0,50314.37,3.37,9.87,14930,5100,44.84,132.01,13.12,17.52,224217.41,2.74,4.21,5315
165,0,44071.42,2.65,6.52,16643,6755,47.93,83.67,12.49,13.64,239641.25,2.56,4.01,6946
165,0,63450.44,2.85,6.67,22229,9519,54.47,79.67,13.19,18.06,272368.9,2.22,3.49,9750
165,0,74986.84,3.34,11.56,22452,6487,51.28,162.67,14.04,23.4,256417.12,2.06,3.01,6714
165,0,78408.46,3.22,9.96,24342,7873,58.32,22.58,15.68,31.11,291610.88,2.86,2.27,7969
165,0,40891.08,1.67,11.43,24513,3576,60.62,53.3,14.42,26.56,303079.8,2.7,2.15,3673
165,0,43285.47,1.51,9.47,28730,4573,61.79,28.58,15.88,35,308962.99,2.61,0.06,4573
165,0,30993.14,1.04,8,29787,3876,66.05,27.64,15.91,35.27,330232.19,2.46,0.06,3876
165,0,40359.42,1.12,8.35,36028,4836,71.57,144.08,15.89,35.02,357839.53,2.3,0.06,4836
165,0,33624.85,1.04,9.08,32350,3704,75.67,162.4,16.08,34.44,378328.99,2.49,0.05,3711
165,0,45347.31,1.28,3.31,35343,13702,75.99,49.31,16.02,35.51,379933.69,2.62,0.05,122336
165,0,21659.49,0.73,2.1,29848,10312,37.32,104.2,16.08,35.49,373166.09,2.76,0.05,62007
165,0,15558.33,0.61,2.42,25678,6425,36.25,187.7,16.05,35.51,362549.95,2.76,0.05,43135
165,0,22791.23,0.89,2.38,25683,9588,35.08,106.8,16.01,35.32,350849.6,2.73,0.05,101142
165,0,22640.24,0.81,1.77,27895,12791,33.98,78.8,15.89,34.89,339841.16,2.72,0.05,147213
165,0,20188.19,0.74,1.68,27418,12013,32.84,107,15.87,34.98,328432.25,2.7,0.05,144881
165,0,17973.47,0.69,1.7,26020,10592,32.33,192.5,15.06,33.31,323341.68,2.65,0.05,107980
165,0,15863.6,0.64,2.1,24635,7539,31.92,149.5,14.75,32.26,319218.54,2.6,0.05,100246
165,0,17361.24,0.71,3.86,24617,4498,31.45,335.7,14.52,31.56,314548.22,2.55,0.05,78079
169,0,139373.68,3.11,45.88,44776,3038,117.14,2880.19,10.91,11.63,1171396.12,1.55,98.95,14310
169,0,142856.38,3.09,48.38,46261,2953,122.94,3680.55,11.07,12.4,1229420.3,1.51,99.57,15098
169,0,148376.84,3.01,47.66,49287,3113,128.25,378.13,10.9,11.81,1282507.88,1.45,99.6,15395
169,0,138750.22,2.89,42.01,48037,3303,119.41,135.87,11,11.52,1194086.99,1.39,0.74,16008
169,0,126001.92,2.9,34.38,43492,3665,120.82,117.38,10.61,10.92,1208189.41,1.36,0.73,20552
184,0,80348.28,3.43,22.19,23454,3621,107.16,114.44,9.94,5.77,321483.96,4.18,15.13,5486
184,0,75239.65,3.26,19.62,23051,3834,45.22,93.34,9.28,5.26,282624.1,3.02,15.71,6224
184,0,80010.53,3.51,23.34,22807,3428,45.45,118.11,9.48,5.72,284090.43,3.04,15.49,6695
184,0,78914.45,3.49,21.4,22633,3687,46.29,112.75,9.87,6.28,289313.15,3.02,15.51,6513
184,0,68216.51,3.01,21.37,22636,3192,51.34,127.12,9.4,5.12,320871.33,3.12,14.24,5188
184,0,96453.85,4.04,23.08,23869,4180,54.07,136.73,9.57,5.67,337934.93,2.77,12.35,6333
184,0,64465.37,2.76,10.84,23343,5947,68.04,333.57,10.2,9.11,425232.96,2.84,9.37,5947
223,0,335464.87,2.11,16.7,158649,20093,111.5,69.85,9.3,4.75,1148487.05,0.78,0.38,20231
223,0,327593.2,2.38,16.4,137759,19973,120.8,81.43,9.53,5.29,1244209.83,0.79,0.37,20177
223,0,335531.85,2.36,15.2,142231,22074,127.91,104.9,9.77,5.34,1317501.83,0.82,0.35,22514
223,0,506063.87,3.6,21.45,140523,23592,152.79,18168.93,10.05,5.45,1573725.77,1.02,0.3,23894
223,0,464130.62,3.35,19.61,138359,23669,146.31,23603.72,10.01,4.98,1506986.52,2.09,0.28,23841
223,0,332912.92,3.63,20.28,91757,16415,145.01,31938.03,10.27,5.89,1493627.68,2.42,0.28,16705
223,0,451409.98,3.95,32.46,114395,13907,158.8,13054.7,10.11,6.21,1635658.31,2.36,0.26,14025
223,0,320358.33,2.43,2.66,131674,120270,143.55,20.57,10.62,19.63,1478547.55,1.91,0.23,232504
223,0,217762.36,1.81,1.9,120130,114699,122.96,16.83,10.11,14.63,1266503.95,1.65,0.27,238151
223,0,251796.33,1.83,1.99,137250,126478,113.18,11.83,9.77,15.68,1165754.31,1.39,0.28,363073
223,0,129931.89,1.13,1.46,115073,89193,108.42,15.4,9.84,13.34,1116693.83,1.18,0.29,222307
223,0,72141.81,3.06,1.55,23608,46416,102.72,29.9,9.97,4.64,1058042.21,1.15,0.3,71277
223,0,95354.2,5.36,2.83,17796,33740,93.1,19,8.96,7.92,958878.61,1.15,0.33,49512
223,0,89836.18,5.13,3.24,17501,27763,86.08,33.2,8.13,12.15,886635.93,1.19,0.36,42487
223,0,71350.9,5.78,3.56,12345,20033,79.97,31.5,8.13,12.03,823648.82,1.17,0.39,27136
223,0,77764.47,5.93,2.93,13122,26505,72.3,26.1,8.23,12.31,744722.49,1.23,0.43,36803
